player,2022-10-03,2022-10-17,2022-10-31,2022-11-14,2022-11-28,2022-12-12
andy,,43,33,80,64
brandon,,,,0,33
brian,0,33,40,36,71
cade,50,62,80,44,25
darwin,50,86,80,46,50
josh,0,50,33,50,82
lindsey,50,33,50,54,57
sequential,,40,60,38,33
sophie,100,50,33,62,42
steve,50,,100,40,30
steven,50,50,50,50,50
sun,50,67,100,25,25
susi,,33,50,20,50
susu,,33,33,100,
tang,100,80,100,78,89
yang,,,,,0
